time cls x y yaw
3.599 9 -0.002462060328456092 3.2191102432395167 0.0002888874984814577
3.599 9 4.389188466149254 -4.196542655722004 2.095682269717808
3.599 9 8.28527376146439 4.236178347228414 -2.6169023693166813
3.598 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
3.599 2 4.48616 2.69491 -1.9784700000000017
3.599 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
3.599 5 3.0 -0.014978 0.8770609999999999
3.599 10 1.4844208782053554 -5.773493066872587 -1.5860760267693692
3.598 10 2.4849099325201007 -5.3847579938440875 1.5864765014440467
3.598 12 4.0473168518002804 -1.323807484211999 1.2757898504906473
3.599 11 1.866819848542744 -1.3605683379942368 1.5055209013754876
3.599 13 2.9463004166353857 4.506761728667195 -0.1022241182248946
