time cls x y yaw
2.099 9 -0.002678723686316865 3.969110211944209 0.00028888147132279
2.099 9 3.80505622170202 -4.5347948116606664 2.0956822697178086
2.099 9 8.585840747186849 3.716890867027213 -2.6169023693166786
2.099 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
2.099 2 4.48616 2.69491 -1.9784700000000017
2.099 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
2.099 5 3.0 -0.014978 0.8770609999999999
2.099 10 1.495880209659487 -5.023580616161068 -1.586076024091894
2.099 10 2.496661739653392 -6.1341658567803306 1.5864765044262124
2.099 12 3.8294026898290285 -2.040929278618316 1.2757898504906473
2.099 11 1.8611585560698303 -1.4930954386749533 1.5246650793698753
2.099 13 2.9341816731680987 4.483339549580211 -0.8522241215069924
