time cls x y yaw
7.691 9 -0.0018709797006188594 1.1731103286198605 0.00028890394248938956
7.689 9 5.9819223860084065 -3.274241777189643 2.0956822697167485
7.691 9 7.465327024414585 5.652794593217108 -2.6169023693150697
7.691 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
7.691 2 4.48616 2.69491 -1.9784700000000017
7.691 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
7.691 5 3.0 -0.014978 0.8770609999999999
7.691 10 1.4614222602965161 -7.424948581021269 -1.569942459123719
7.69 10 2.4528296173287276 -3.339009511410173 1.5864765016427727
7.691 12 4.64232863628729 0.634284246609682 1.2757898504906473
7.69 11 1.902793752266522 -0.9565613933523536 1.4709831260197879
7.691 13 2.8973820731068134 4.543970886911367 1.9437738670016107
