time cls x y yaw
5.392 9 -0.0022030694612344384 2.322610280648134 0.0002888947018067797
5.392 9 5.087421209012051 -3.7922185786564713 2.095682269719826
5.392 9 7.925996024528418 4.856899981895829 -2.616902369318315
5.392 1 5.3557600000003855 2.0121399999997522 2.278259303142958e-19
5.392 2 4.48616 2.69491 -1.9784700000000017
5.392 4 5.783039999998881 -1.0753899999955538 0.22557199999999927
5.392 5 3.0 -0.014978 0.8770609999999999
5.392 10 1.470723156458744 -6.669888416260486 -1.5860760241088778
5.392 10 2.4708453957610153 -4.48786826326877 1.5864765043522902
5.392 12 4.308116055653221 -0.46555765154701656 1.2757898504906473
5.392 11 1.880006423752142 -1.1851710263190616 1.4715531637919321
5.392 13 2.9357236440828087 4.536116486931679 0.7942765068828396
